record_id,Datetime,loc_spec,descr,identity_spec,future_use,loc_spec_english,descr_english,identity_spec_english,future_use_english
IZTECH_S001,2024-12-30T08:53:00Z,Diş hekimi muayenehanesi,"Diş hekimi tedavi için gittim once isik kaynağı sandi gozlugumu sonra arastirmayi sordum ve oldukça heyecanlanıyorum fakat gorunusum sebebiyle de baya guldu, ben de guldugum için iyi hissettim.",NA,Etkilemeyecek.,Dentist's office,"I went to the dentist for treatment. At first, the dentist thought my glasses were a source of light, then asked about the research and got quite excited. But because of my appearance, they laughed a lot, and since I also laughed, I felt good.",NA,It will not affect my use.
IZTECH_S001,2024-12-31T05:30:00Z,NA,"kopek cetesi saldirisina ugradim, tüm ekipmanlar sebebiyle.  kopeklerden korkmadigim için bir şey olmadı ama kısa süre heycanlandim.",NA,Etkilemeyecek,NA,"I was attacked by a pack of dogs, possibly because of all the equipment. Nothing happened since I am not afraid of dogs, but I was excited for a short while.",NA,It will not affect my future use.
IZTECH_S001,2024-12-31T06:14:00Z,NA,otobuste ve otobus sirasinda incelendim bir kişi engelli sandigi için yer verdi  komikti guldum.,NA,Hayır,NA,"I was examined both on the bus and while waiting in line for the bus. Someone thought I was disabled and gave me their seat. It was funny, I laughed.",NA,No.
IZTECH_S002,2025-01-05T17:50:00Z,NA,"Cafedeki kasiyer gözlüğün ne olduğunu sordu, neden taktığımızı açıkladım",NA,etkilemedi,NA,"The cashier at the cafe asked what the glasses were, and I explained why we were wearing them.",NA,It did not affect my future use.
IZTECH_S002,2025-01-08T09:40:00Z,NA,"Derste vlog çektiğimizi düşünen, ya da dersi kaybettiğimizi düşünen arkadaşlarımız oldu",NA,Etkilemedi,NA,"Some of our friends thought we were vlogging in class, or they thought we were recording the class.",NA,It did not affect my future use.
IZTECH_S002,2025-01-13T10:05:00Z,NA,Derste hocamız gözlüğü ve deneyi sordu. Bazen de güldü ve dalga geçti,Akademisyen hocamız,etkilemeyecek,NA,"In class, our professor asked about the glasses and the experiment. Sometimes they laughed and made jokes about it.",Our academic professor,It will not affect my future use.
IZTECH_S003,2025-01-08T09:40:00Z,NA,ders sırasında bir kız video çektiğimi düşündü,NA,"etkilemedi, takmaya devam ettim",NA,"During class, a girl thought I was taking a video.",NA,"It did not affect me, I continued to wear them."
IZTECH_S003,2025-01-08T12:30:00Z,NA,kafede çalışan kişi gözlüğün ne olduğunu sordu,NA,etkilemeyecek,NA,A person working at the cafe asked what the glasses were.,NA,It will not affect my future use.
IZTECH_S003,2025-01-10T06:31:00Z,NA,"hocam derste kamera istemiyorum dedi, ben de deneyi açıkladım",NA,etkilemeyecek,NA,"The teacher said that they do not want a camera in the lesson, so I explained the experiment.",NA,It will not affect my use.
IZTECH_S003,2025-01-13T10:30:00Z,NA,hocam madencilere benziyorsun dedi,NA,etkilemeyecek,NA,My teacher said 'you look like a miner.',NA,It will not affect my future use.
IZTECH_S004,2025-01-21T04:00:00Z,NA,cihaz arıza durumu,NA,ani pil bitmesi nedeni ile deneyin ilerleyememesi,NA,Device malfunction state.,NA,Experiment could not continue due to sudden battery depletion.
IZTECH_S004,2025-01-21T12:49:00Z,NA,cihaz kullanımına devam etme,NA,daha önce kullanmaya ara verdiğim cihaz kullanımım devam etti,NA,Continuing to use the device.,NA,I continued to use the device after previously taking a break from using it.
IZTECH_S005,2025-01-21T10:00:00Z,NA,Gözlüğün ağırlığından dolayı bir süre baş ağrısı yaşadım.,NA,Baş ağrısı yaşadığım zaman gözlüğü bir kaç dalikalığına (5 dakikadan kısa) çıkarttım.,NA,I experienced a headache for some time due to the weight of the glasses.,NA,"When I experienced a headache, I took the glasses off for a few minutes (less than 5 minutes)."
IZTECH_S005,2025-01-24T11:30:00Z,NA,"Bulunduğum enstitünün rektörlük binasına girmek istediğimde güvenlik durdurup gözlüğün görüntü alıp almadığını ve görüntü alınmadığından nasıl emin olabilceğini sordu. Kamera olmadığını, cihazın görüntü almadığını açıkladım.",Güvenlik görevlisi,Sorulduğunda cihazın kullanım amacını açıkladım.,NA,"When I wanted to enter the rectorate building of the institute I am at, the security stopped me to ask whether the glasses were recording and how they could be sure they were not. I explained that there was no camera and the device does not record images.",Security guard,"When asked, I explained the purpose of the device."
IZTECH_S006,2025-02-17T12:39:00Z,NA,"Gözlük üzerindeki cihazı kameraya benzetti çevredekiler, canlı yayın mı yapıyorsun diye soranlar oldu:). Bilekliğin de nabız ölçer cihaz olduğunu düşündüler.",NA,Etkilemeyecek,NA,People around me thought the device on the glasses was a camera and some asked if I was live streaming :). They also assumed the wristband was a heart rate monitor.,NA,It will not affect my future use.
IZTECH_S006,2025-02-17T13:00:00Z,NA,"Deneyin detaylarını anlattığım zaman, hocam neden bu kadar fazla cihaz gerektiğini merak etti ve bu durumun biraz sıkıcı olabileceğini belirtti. Ben de aynısını düşünmüştüm bu konuda, tabi detayları bilmediğim için bu şekilde yorum yapıyorum. Acaba bu cihazların tamamı bir araya toplanıp daha kolay kullanılabilecek bir cihaz geliştirilebilir miydi?",NA,hayır,NA,"When I explained the details of the experiment, my professor wondered why so many devices were needed and mentioned that this could be a bit tedious. I had thought the same; of course, since I don't know all the details, I'm commenting as such. I wonder if all these devices could be combined to create a device that is easier to use?",NA,no
IZTECH_S006,2025-02-17T16:29:00Z,NA,"Cihaz üzerinde çalışır durumda olmadığına dair bir ikaz ışığı vs olmaması, sorun teşkil edebilir diye düşünüyorum. Gece uyurken yanlışlıkla düğmeye basılsa veya gün içinde diğer cihazlarda da aynısı olsa. Cihazın kaydetmeye devam edip etmediğini anlayamacağım.",NA,hayır,NA,"I think the lack of a warning light or indicator showing that the device is not working might be a problem. If someone accidentally presses the button while sleeping at night, or if the same issue happens with other devices during the day, I won't be able to know if the device is still recording or not.",NA,No
IZTECH_S006,2025-02-18T13:00:00Z,NA,Katıldığım toplantıda sesli veya görüntülü kayıt aldığım sanılarak ikaz edildim,NA,hayıt,NA,"In a meeting I attended, I was warned because it was thought that I was making an audio or video recording.",NA,No
IZTECH_S006,2025-02-19T12:40:00Z,NA,"Gözlüğüm, saatçilerin kullandığı cihaza benzetildi, saat tamir ettiğim sanıldı:)",NA,hayır,NA,My glasses were mistaken for a device used by watchmakers and people thought I was repairing watches :),NA,No
IZTECH_S008,2025-03-03T16:10:00Z,NA,evime gidiyordum ve ışık gözlüğüne karşı insanların yargılarına maruz kaldım. can sıkıcı hissettirdi,NA,etkilemeyecek,NA,I was going home and was subjected to people's judgments about the light glasses. It felt annoying.,NA,It will not affect my future use.
IZTECH_S008,2025-03-04T05:18:00Z,NA,PI ım kullandığım cihazlara ve örneği olduğum deneye çok ilgili ve anlayışlı yaklaştı. bir bilim insanı tarafından aksesuarların garipsenmemesi çok hoşuma gitti,NA,etkilemeyecek,NA,PI approached the devices I used and the experiment I participated in with great interest and understanding. I really liked that the accessories were not found strange by a scientist.,NA,It will not affect it.
IZTECH_S008,2025-03-06T15:00:00Z,NA,insanların yargılayıcı bakışlarına maruz kaldım ve utanmama sebep oldu,NA,etkilemeyecek,NA,I was exposed to judgmental looks from people and it made me feel embarrassed.,NA,It will not affect it.
IZTECH_S009,2025-03-20T11:17:00Z,NA,cihazı kamera sanıp önümden geçerken tereddüt eden bir kişi oldu. bu bana eğlenceli hissettirdi.,NA,etkilemeyecek,NA,There was a person who hesitated while passing in front of me because they thought the device was a camera. This made me feel amused.,NA,It will not affect my future use.
IZTECH_S009,2025-03-23T11:34:00Z,NA,kolye kıyafetimin içerisinde kalmış,NA,hayır,NA,The necklace was inside my clothes.,NA,No.
IZTECH_S009,2025-03-25T16:48:00Z,NA,kolye kıyafetin altında kalmış,NA,etkilemeyecek,NA,The necklace was under the clothes.,NA,It will not affect my future use.
IZTECH_S009,2025-03-26T12:19:00Z,NA,otobüs durağında yaşlı bir teyze cihazın ne olduğunu sordu ve daha sonra kendi gözlüklerinde de böyle bişey olması gerektiğini ve gözlüğün kendisine göre filtre uygulayacağını düşündü,NA,etkilemeyecek,NA,"An elderly woman at the bus stop asked what the device was, and then said that such a thing should also exist in her own glasses and thought that the glasses would apply a filter suitable for her.",NA,It will not affect.
IZTECH_S010,2025-04-14T11:40:00Z,NA,Okulda elimi yıkamaya gittigimde icerde bulunanlar gözlüğün ne olduğunu bilmediği için rahatsız olabileceklerini fark ettim.,NA,"Evet, bir sonraki sefer gözlüğü 5 dklığına geride bırakmayı tercih ederim",NA,"When I went to wash my hands at school, I realized that the people inside might feel uncomfortable because they don't know what the glasses are.",NA,"Yes, next time I would prefer to leave the glasses behind for 5 minutes."
IZTECH_S010,2025-04-20T09:00:00Z,NA,"Market çalışanı gözlüğünüzde kamera mı var diye sordu. Işık sensörü oldugunu öğrenince de neden olduğunu sordu, bir çalışmada katılımcı olduğumu belirttim başka bir sorusu olmadı.",NA,etkilemez,NA,"A market worker asked if there was a camera in your glasses. When they learned it was a light sensor, they asked why, so I explained I was a participant in a study; they had no further questions.",NA,It will not affect it.
IZTECH_S011,2025-04-17T17:33:00Z,NA,arkadaşlarım ışık gözlüklerinin ne olduğunu sordu,NA,etkilemeyecek,NA,My friends asked what the light glasses are.,NA,It will not affect my future use.
IZTECH_S012,2025-04-21T13:00:00Z,NA,Cihaz kayıt işlemlerinin 75 süreceği konusunda katılımcılar çok net bir şekilde bilgilendirilmeli. Böylece geçen zamana dayalı duygu değişimlerinin önüne geçilebilir,NA,-,NA,"Participants should be clearly informed that the device registration process will take 75 minutes. In this way, emotional changes related to the passage of time can be prevented.",NA,-
IZTECH_S012,2025-04-21T16:32:00Z,NA,"Kendimi cyborg gibi hissediyorum :D Bu kadar çok sensör ile dolaşmak acayip hissettiriyor. Herkes bana bakıyor ve anlam vermeye çalışıyor. Demin köyde Dr. Musa ile karşılaştım ve bana pis pis bakıp ""My trouble"" dedi",NA,Sanırım bu cihazı kullanmak baya havalı,NA,"I feel like a cyborg :D Walking around with so many sensors feels weird. Everyone is looking at me and trying to make sense of it. I just bumped into Dr. Musa in the village and he gave me a dirty look, saying 'My trouble'.",NA,I think using this device is pretty cool.
IZTECH_S012,2025-04-22T14:00:00Z,Uygula,"Günlük hayattaki yaşadıklarımdan dolayı stabil bir duygu durumuna sahip değilim. Duygu durumu kaydı yaparken verilerin anonim toplanmaması, ne kadar dürüst bir şekilde formu doldurmam konusunda endişe yaratıyor",NA,etkilemeyecek,Practice,"Due to what I experience in daily life, I do not have a stable mood. The fact that the data collected while logging my mood is not anonymous makes me worried about how honestly I fill out the form.",NA,It will not affect
IZTECH_S012,2025-04-22T17:00:00Z,NA,"Cihaz uzun kulanım için bir tık ağır (çünkü gözlüğümün ağırlığı normaldekinin 3 katına çıkıyor). Taktıktan 8-10 saat geçtikten sonra hafif acı verdiğinden çıkartma ihtiyacı hissediyorum veya gözlük yavaşça öne doğru kaymaya başlıyor. Kulanıcı açısından, sensörlerin gözlüğe monte edilmesi yerine ""kafa bandı kamera"" gibi bir aparatla kullanılması daha mantıklı bir seçenek olabilir.",NA,"Kaymayı önlemek için gözlük ""nose pads"" kısımlarını sterilize edebilirim",NA,"The device is a bit heavy for long-term use (because the weight of my glasses triples). After wearing it for 8-10 hours, I feel a slight pain and the need to take it off, or the glasses slowly start sliding forward. From the user perspective, instead of the sensors being mounted on the glasses, it might be more logical to use them with a headband camera-like apparatus.",NA,I could sterilize the nose pads of the glasses to prevent them from slipping.
IZTECH_S012,2025-04-23T18:28:00Z,NA,"""Kestirmek"". Kısa süreli uyku için koltuğa uzandım ancak bu durumu nereye raporlamalıyım, seçenek yok🙈",NA,her kestirdiğimde aklım Melidos projesini sabote edip etmediğimde olacak (yani kestiremeyeceğim),NA,"I took a short nap. I laid down on the couch for a short sleep, but I don't know where to report this; there is no option.🙈",NA,"Every time I take a nap, I will wonder whether I am sabotaging the Melidos project, so I probably won't be able to nap."
IZTECH_S012,2025-04-23T18:46:00Z,NA,Kestirme sürelerini de uykudan sayıyor muyuz? bu konu hakkında bilgilendirme yapılmadığı için cihazın uykuya geçiş butonuna basmadım,NA,-,NA,"Do we also count nap times as sleep? Since I was not informed about this issue, I did not press the device's sleep button when taking a nap.",NA,-
IZTECH_S012,2025-04-23T19:10:00Z,NA,"Gün sonu ışık maruziyeti günlüğünde ışık kaynağı ve aktiviteleri paylaşırken açık olmazsam deneye dair verileri sabote etmiş olurum (ki bunu asla yapmayacağım) ancak öteki türlü de hayatıma dair çok fazla detay paylaştığım için ister istemez kendimi gergin hissediyorum. Data, anonim bir şekilde toplanmalı",NA,Tam gaz devam,NA,"While sharing the light source and activities in the end-of-day light exposure diary, if I am not clear, I would be sabotaging the data for the experiment (which I would never do); but on the other hand, since I share too many details about my life, I inevitably feel tense. The data should be collected anonymously.",NA,I will continue at full speed.
IZTECH_S012,2025-04-23T19:12:00Z,NA,"Deneyin ciddiyeti ile ilgili, deneyin tanıtımında (kapıya asılan afişler vb.) daha fazla bilgilendirme yapılmalı (bkz: gün içerisinde toplam 5-6 zorunlu anket olduğu, akşam formlarının doldurulması gerektiği, cihaza dair her işlemin rapor edilmesi gerektiği ve cihaz ile ilgili yorumların düzenli paylaşılması). Deney daha cazip hale getirilmeli. Bu deney ""minimum"" 3000 tl'yi hak ediyor",NA,Sizin için ne gerekiyorsa yapmaya devam edeceğim,NA,"Regarding the seriousness of the experiment, more information should be provided in the promotion of the experiment (e.g., posters on the door etc.). (e.g.: there are a total of 5-6 mandatory surveys during the day, the evening forms must be filled, every operation with the device must be reported, and comments about the device should be shared regularly). The experiment should be made more attractive. This experiment deserves at least 3000 TL.",NA,I will continue to do whatever is necessary for you.
IZTECH_S012,2025-04-24T07:39:00Z,NA,"cihazın butonuna basıyorum ancak uyandığımda ve uyuduğumda birebir aynı (kırmızı renkli) sinyal vermesi, ""şu anda cihazı doğru ayarladım mı?"" kuşkusu oluşturuyor",NA,umarım her şey yolundadır,NA,"I press the button on the device, but when I wake up and when I go to sleep it gives the exact same (red) signal, which makes me doubt, 'did I set up the device correctly?'.",NA,I hope everything is fine.
IZTECH_S012,2025-04-24T11:55:00Z,NA,"Muse hoca bana derste ""beş göz"" diye hitap ediyor ve sensörümü SarsCov2-Spike proteine benzetti. Ayrıca sürekli ""video kayıtlarını sil"" diyor",Muse Oke,Muse OKE'ye gözükmemeye çalışacağım (içten içe kıskandığını biliyorum),NA,"Professor Muse calls me ""five eyes"" in class and compares my sensor to the SARS-CoV-2 Spike protein. He also keeps telling me to delete the video recordings.",Muse Oke,I will try not to appear before Muse Oke (I know deep inside that he is jealous).
IZTECH_S012,2025-04-24T13:54:00Z,NA,Düne ait gündüz uyku günlüğümü kaydetmeyi unuttum. Ne zaman kalktım ne yaptım aklımda ancak geçmiş zamanda olan bir rapor olduğundan şu anda sisteme kaydedemiyorum,NA,-,NA,"I forgot to record my daytime sleep diary for that day. I remember when I woke up and what I did, but since it's a report from the past, I cannot enter it into the system now.",NA,-
IZTECH_S012,2025-04-25T05:44:00Z,NA,"Cihazın butonuna bastım ancak cihaza ""uyuyorum"" moduna mı aldım yoksa ""uyandım"" moduna mı aldım o kadar bilmiyorum ki... Rus ruleti gibi",NA,Sabahları uyanığım 😅 en kötü ayarlarsınız,NA,"I pressed the button on the device, but I have no idea if I set it to 'sleep' mode or 'wake up' mode... It's like Russian roulette.",NA,"I am awake in the mornings 😅 worst case, you can set it up."
IZTECH_S013,2025-04-22T11:40:00Z,NA,"Sunum vereceğim sırada ilgili hoca bunun kayıt almadığından emin olmak istedi. Ancak asla yüzünün güldüğünü görmediğimiz hocamız ne zaman bana baksa gülüşünü tutamadı, biraz tuhaf hissettim.",Dersin hocası,etkilemez ama hakikaten aynaya veya yansımalarıma bakmamaya çalışıyorum.,NA,"When I was about to give a presentation, the related professor wanted to make sure that it was not being recorded. However, the professor, whose smile I never saw before, couldn't hold back his smile whenever he looked at me. I felt a bit strange.",The course instructor,"It does not affect me, but I really try not to look at mirrors or my reflections."
IZTECH_S013,2025-04-23T18:00:00Z,NA,"kyk kantin ve yemekhanede sürekli sorulara maruz kaldım, ayrıca her oraya yemek yemeye gittiğimde benzer bakışlar ve gülüşmelerle karşılaşıyorum, ya da en iyi ihtimalle sorgulayıcı(meraklı) bakışlarla.",NA,etkilemeyecek..,NA,"I was constantly subjected to questions in the KYK cafeteria and refectory, and every time I went there to eat, I encountered similar looks and giggles, or at best, curious (inquisitive) glances.",NA,It will not affect (my future use).
IZTECH_S013,2025-04-25T10:19:00Z,NA,ofise girdiğimde yargılayıcı/sorgulayıcı bakışlarla karşılaştım. deneyin ne olduğunu bildikleri için merağa dayalı bakışlar değildi. oldukça rahatsız hissettim.,NA,etkilemeyecek ama hayatımın bu dönemini unutmak isteyeceğim kadar çok fazla utandım.,NA,"When I entered the office, I was met with judgmental/questioning looks. Since they knew what the experiment was, it was not looks based on curiosity. I felt quite uncomfortable.",NA,"It will not affect my future use, but I was so embarrassed that I would like to forget this period of my life."
IZTECH_S014,2025-04-29T11:04:00Z,NA,"En sevdiğim kahve kupam kırıldı, çok üzüldüm",NA,Etkilemeyecek,NA,"My favorite coffee mug broke, I was very sad.",NA,It won't affect it.
IZTECH_S014,2025-04-30T09:42:00Z,NA,Çalışma süresince ayık kalabilmek için gün içinde total 5 bardak kahve içtim,NA,etkilemeyecek,NA,"During the study period, I drank a total of 5 cups of coffee throughout the day in order to stay awake.",NA,It will not affect my future use.
IZTECH_S015,2025-04-30T11:34:00Z,NA,marketteki adam bu kamera mı dedi hayır deyip ışık ölçümü deneyi katılımcısı olduğumu anlattım çok ilginçmiş dedi,NA,etkilemeyecek,NA,A man at the market asked if this was a camera. I said no and explained I was a participant in a light measurement experiment. He said it sounded very interesting.,NA,It will not affect my future use.
IZTECH_S015,2025-05-01T13:32:00Z,evin balkonu,evin balkonunda molamda otururken istemsiz bir şekilde yan tarafa bakıyordum o tarafın balkonunda da komşumuz oturuyordu büyük ihtimalle gözlüğü kamera sandı ve bana dik dik bakmaya başladı rahatsız hissettim ve içeri geçtim,NA,etkilemeyecek,the balcony of the house,"While sitting on the house balcony during my break, I was involuntarily looking to the side. My neighbor was also sitting on their balcony. They probably thought the glasses were a camera and started staring at me, which made me feel uncomfortable, so I went inside.",NA,It will not affect it.
IZTECH_S016,2025-05-06T14:49:00Z,bileklik aparatı surekli buludugum ortamın ışıgını yansıtmıyor bence kollarimi bağlıcagım zaman örnegın üstü kapanıyor veya yatarken örtünün altında,bileklik eksileri,NA,olumlu,"The bracelet device does not constantly reflect the light of the environment I am in. For example, when I put my arms together, it gets covered, or when I'm lying down, it is under the blanket.",Bracelet negatives.,NA,Positive
IZTECH_S016,2025-05-06T14:51:00Z,buraya konum yaziyormuşum. gözlük taktiğım her yer,gözlük aparatı çok ağır ve gözlük burnumdan kayıyor eğilince kafam dik gezmek zorunda kalıyorum boynum ağrıdı. Ek olarak yemek yerken gözlük düşüyor eğilemiyorum elle tutmak zorunda kalıyorum.,NA,olumlu,I was supposed to write the location here. Everywhere I wore the glasses.,"The glasses apparatus is very heavy and when I bend over it slips from my nose, so I have to keep my head upright which caused my neck to hurt. Additionally, when I'm eating, the glasses fall off and I can't bend forward, so I have to hold them with my hand.",NA,Positive
IZTECH_S016,2025-05-12T09:52:00Z,"cihaz formu kullanici degil ama diger insanlar icin cok rahatsiz edici, kamera olmadigini belirtsem bile kimse kendini guvende hissetmiyor. Surekli bir poz verme, ustlerine ceki duzen verme gerekainiminde hissediyorlar. ben ise insanlara bunlari yasattigim icin kotu hissediyorum","cihaz formu kullanici degil ama diger insanlar icin cok rahatsiz edici, kamera olmadigini belirtsem bile kimse kendini guvende hissetmiyor. Surekli bir poz verme, ustlerine ceki duzen verme gerekainiminde hissediyorlar. ben ise insanlara bunlari yasattigim icin kotu hissediyorum",yabancı,kullanamam,"The device form is not uncomfortable for the user, but it is very disturbing for other people. Even if I state that there is no camera, nobody feels safe. They constantly feel the need to pose and adjust themselves. I feel bad for causing these feelings in others.","The device form is not uncomfortable for the user, but it is very disturbing for other people. Even if I state that there is no camera, nobody feels safe. They constantly feel the need to pose and adjust themselves. I feel bad for causing these feelings in others.",Foreigner,I cannot use it.
IZTECH_S017,2025-05-26T11:47:00Z,NA,gözlük başımı ağrıttı,NA,Bu deneyin bitiminden sonra bu gözlüğü tekrar takmam gerekirse gözlüğümün üstüne takmamayı tercih ederim.,NA,The glasses gave me a headache.,NA,"If I have to wear these glasses again after this experiment, I would prefer not to wear them over my own glasses."
IZTECH_S017,2025-05-26T12:40:00Z,NA,"Hastanedeki güvenlik abi cihazın ne işe yaradığını sordu, ışık maruziyetini ölçem bir sensör olduğunu ve kamera olmadığını söyledim. Tatlı bir ektileşimdi.",NA,etkilemeyecek,NA,The security guard at the hospital asked what the device is for. I told him it is a sensor that measures light exposure and not a camera. It was a pleasant interaction.,NA,It will not affect my future use.
IZTECH_S017,2025-05-26T12:47:00Z,NA,Doktor cihazın ne olduğunu sordu. Söyledim. Bu kadar.,NA,etkilemeyecek,NA,The doctor asked what the device was. I told him. That's all.,NA,It will not affect it.
IZTECH_S017,2025-05-26T12:57:00Z,NA,"Bir teyze çift gözlük takıp takmadığımı sordu, deney için taktığımı söyledim. Hastanede mi çalışıyorum diye sordu, hayır öğreniciyim dedim. Başka ayrıntı sormadı.",NA,etkilemeyecek,NA,"An older woman asked if I was wearing two pairs of glasses. I told her I was wearing them for an experiment. She asked if I worked at the hospital, and I said no, I'm a student. She did not ask for any other details.",NA,It will not affect my future use.
IZTECH_S017,2025-05-26T14:04:00Z,NA,Evde oturup günlük aktiviteleri yaparken (yemek yemek vesaire) gözlüğün çerçevisinin görüş alanımı kısıtlaması biraz sinirlerimi bozuyor.,NA,etkilemeyecek,NA,"While sitting at home and doing daily activities (such as eating), the frame of the glasses restricting my field of vision irritates me a bit.",NA,It will not affect it.
IZTECH_S017,2025-05-27T20:16:00Z,NA,"Gözlük kulaklarımı acıtıyor, kötü hissettirdi.",NA,etkilemeyecek,NA,"The glasses hurt my ears, it made me feel bad.",NA,It will not affect it.
IZTECH_S017,2025-05-28T07:30:00Z,NA,"Bölümde arkadaşlarım gözlüğün kamera gibi hissettirdiğini söyledi, komik geldi, kamera olmadığını söyledim.",NA,etkilemeyecek,NA,"My friends in the department said the glasses felt like a camera, which I found funny. I told them it was not a camera.",NA,It will not affect my future use.
IZTECH_S017,2025-05-28T11:40:00Z,NA,"Okulda arkadaşım yüzüme flash tuttu, bir tanesi de sensöre parmak basmaya çalıştı, yapmamaları için uyardım.",NA,etkilemeyecek,NA,"At school, my friend flashed a light at my face and another friend tried to press on the sensor with a finger. I warned them not to do it.",NA,It will not affect my future use.
